intergenic	intron	exon
56.24020376	39.99804075	3.761755486
56.10664576	40.59988238	3.293471868
56.13364687	40.3782089	3.488144229
56.37182878	40.14105201	3.487119209
56.27938871	40.27233542	3.448275862
55.96474045	40.29382958	3.741429971
56.68103448	39.94905956	3.369905956
55.51636292	40.90730943	3.57632765
56.73981191	39.60619122	3.653996865
56.62060178	39.69420759	3.68519063
56.10305643	40.19396552	3.702978056
56.25122477	39.96668626	3.782088967
56.38965112	40.35672285	3.253626029
56.31676958	40.27246888	3.410761541
56.81528662	39.91180794	3.272905439
56.62650602	39.61210696	3.761387011
56.84468398	40.04899559	3.106320431
56.49363369	40.22526934	3.281096964
56.54942686	40.15871461	3.291858528
56.26836435	40.0489716	3.682664055
56.71466353	39.89617005	3.389166422
55.27579112	41.35397276	3.370236112
56.15203762	40.45846395	3.389498433
55.54467085	40.60540752	3.84992163
56.33140731	40.26050338	3.408089315
56.42080517	39.81780782	3.761387011
55.69496177	40.65869437	3.646343854
55.8734202	40.50161654	3.624963261
55.8863859	40.63663075	3.47698335
56.55793907	39.93535116	3.506709766
56.23469488	40.29777647	3.467528651
56.52003527	40.01175664	3.468208092
55.97570533	40.65438871	3.369905956
55.80483982	41.06005682	3.13510336
56.58732491	40.29777647	3.114898619
56.92307692	39.75502205	3.321901029
56.59157689	40.13712047	3.271302644
56.15083252	40.20568071	3.643486778
56.94975022	39.84719365	3.203056127
56.93151759	39.93337905	3.13510336
56.18142633	40.30172414	3.51684953
56.49490596	39.9588558	3.546238245
56.0877657	40.42511509	3.487119209
55.66656871	40.99324126	3.340190028
56.83220688	40.01371339	3.154079734
55.83970214	40.68195179	3.478346071
56.48211661	39.96080353	3.557079863
56.50044087	39.77662389	3.722935241
56.49191573	40.03919647	3.4688878
57.26462232	39.34554717	3.389830508
56.52003527	40.01175664	3.468208092
56.99872661	39.75903614	3.242237242
56.05837986	40.57204427	3.369575864
56.29898119	40.50744514	3.193573668
56.3467189	40.38197845	3.271302644
55.56317336	40.92066601	3.516160627
56.50896268	39.99412283	3.496914487
55.60344828	40.91888715	3.477664577
56.16612793	40.61122539	3.222646684
56.37860082	40.074466	3.546933177
56.00078378	40.58979132	3.409424904
55.58820648	40.49368205	3.91811147
56.44039573	40.11166618	3.447938094
56.53665229	40.09212074	3.37122697
55.8863859	40.82272282	3.290891283
57.25063688	39.63354889	3.115814227
56.87830688	39.57475995	3.546933177
55.98981291	40.70917818	3.301008914
56.80838558	39.60619122	3.585423197
56.05526161	40.5643739	3.380364491
56.73981191	39.78252351	3.477664577
56.19794219	40.2155806	3.586477217
56.09326019	40.31152038	3.595219436
56.05526161	40.64275916	3.301979228
56.57752963	40.25859536	3.163875012
55.62414266	40.95630022	3.419557123
56.90634796	39.78252351	3.311128527
56.52003527	39.83540707	3.644557657
56.58139763	39.93923356	3.479368813
55.82990398	40.29982363	3.870272389
57.0966794	39.71005975	3.193260848
56.56605253	40.07252058	3.361426891
56.70486825	39.83739837	3.457733373
56.19122257	40.36050157	3.448275862
56.33085065	40.05292042	3.61622893
56.84622919	39.88246817	3.271302644
56.24449016	40.47409149	3.281418356
57.46202842	39.14747673	3.390494855
56.27815867	39.96082272	3.761018609
56.97070638	39.50230234	3.52699128
55.7895768	40.54663009	3.663793103
55.97453477	40.57786484	3.447600392
56.044279	40.48785266	3.467868339
55.73079937	40.57601881	3.693181818
55.41731975	41.31073668	3.271943574
57.07986281	39.81381676	3.106320431
56.26102293	40.21164021	3.527336861
56.80415401	40.08033702	3.115508964
56.44039573	40.47409149	3.085512783
56.83777429	39.89028213	3.271943574
55.87659158	40.83251714	3.290891283
56.30326183	40.67979234	3.016945832
57.39760925	39.25142073	3.350970018
56.72153635	39.78052126	3.497942387
56.53409091	40.1645768	3.301332288
56.84045472	39.88631909	3.273226186
56.07797042	40.47409149	3.447938094
56.10735625	40.70917818	3.18346557
55.89416952	40.54875061	3.557079863
55.70574983	40.67979234	3.614457831
55.93220339	40.56039973	3.507396884
56.61116552	40.21547502	3.173359452
56.75225402	39.9745198	3.273226186
56.18142633	40.38989028	3.428683386
55.7112069	41.04623824	3.242554859
56.37860082	40.38800705	3.233392122
56.36755486	40.02742947	3.605015674
56.64054848	40.00979432	3.349657199
55.91260899	40.83472127	3.252669736
55.96042707	40.57204427	3.467528651
55.58820648	40.78754041	3.62425311
57.16665034	39.28676399	3.546585676
56.90212599	39.89419026	3.203683746
55.95179779	40.6877633	3.360438914
56.35472807	40.1077903	3.537481627
56.32533072	39.97060265	3.704066634
56.09756098	40.562249	3.340190028
56.89232879	39.66885471	3.438816498
56.90212599	39.7080435	3.389830508
56.49064368	40.16851181	3.340844518
57.19882468	39.47110676	3.33006856
55.48696845	41.22085048	3.29218107
55.95296423	40.94071534	3.106320431
55.68404547	41.21912975	3.096824775
56.06268364	40.15670911	3.780607248
55.81463701	40.72695209	3.458410894
55.863623	40.58979132	3.546585676
56.48084648	40.03135103	3.487802488
56.70618203	39.75702949	3.536788478
56.66013712	40.28403526	3.05582762
56.20409362	40.58368426	3.212222113
55.78091319	40.77013521	3.448951597
57.19604193	39.45331635	3.350641716
55.83423141	40.74654649	3.419222102
56.12694681	40.48388677	3.389166422
55.91145068	40.6993829	3.389166422
56.68658764	39.86479867	3.448613696
56.38839898	40.41740153	3.19419949
56.86716301	39.72374608	3.409090909
55.94515181	40.57786484	3.47698335
56.03448276	40.73275862	3.232758621
56.49617872	40.260631	3.24319028
56.3926717	40.02155384	3.585774469
55.62414266	41.18165785	3.19419949
56.8629372	39.95297345	3.18408935
56.37058075	40.39761042	3.231808834
56.25	40.56622257	3.183777429
55.93220339	40.50161654	3.566180072
56.42633229	40.42907524	3.144592476
55.91376776	40.84272415	3.243508084
56.34920635	40.59376837	3.057025279
55.45214069	41.02086803	3.52699128
56.95532915	39.77272727	3.271943574
56.28918495	40.31152038	3.399294671
57.3388203	39.12404468	3.537135019
56.30449691	40.16851181	3.52699128
56.01801978	40.83831162	3.143668593
55.76131687	40.42719969	3.811483441
56.24877571	39.88246817	3.868756121
56.26408071	40.50347732	3.232441963
56.12384872	40.12345679	3.752694493
56.36880267	39.93729179	3.693905546
56.69083072	39.98824451	3.320924765
57.208619	39.56904995	3.222331048
56.29898119	40.15478056	3.546238245
56.08584869	40.57232458	3.341826735
56.01801978	40.5249241	3.457056116
56.43738977	39.81971389	3.742896335
56.3620335	40.14105201	3.496914487
56.23040752	40.51724138	3.252351097
56.96512539	39.78252351	3.252351097
56.13244514	40.40948276	3.4580721
56.93151759	39.58067993	3.487802488
56.16733614	40.49181934	3.340844518
56.80415401	39.73743509	3.458410894
56.60266458	39.85109718	3.546238245
56.35775862	39.90007837	3.742163009
56.57198825	39.87267385	3.555337904
56.54814379	39.99412283	3.457733373
55.55446708	41.01684953	3.428683386
56.70486825	40.1018709	3.193260848
56.24142661	40.3782089	3.380364491
55.95494613	40.63663075	3.408423115
56.54814379	40.0528945	3.3989617
56.11835015	40.34486137	3.536788478
55.99960819	40.6993829	3.301008914
56.82374841	40.06074263	3.115508964
57.04625637	39.64131713	3.312426499
57.23529412	39.25490196	3.509803922
56.55496767	40.13325495	3.311777386
56.62225705	39.71394984	3.663793103
56.3730773	40.36445577	3.262466934
56.58861566	40.29587538	3.115508964
55.76565102	40.64857451	3.585774469
56.31733595	40.24485798	3.437806072
56.31305711	40.20961896	3.47732393
56.21203214	40.46639232	3.321575544
56.09015189	40.54875061	3.361097501
56.18571848	40.34675287	3.467528651
56.59841285	39.85500147	3.546585676
56.4233219	40.2155806	3.361097501
55.39878503	41.32863022	3.272584754
56.68103448	39.90007837	3.418887147
56.6503428	39.93143976	3.418217434
55.46630094	41.13440439	3.399294671
56.1226489	40.34090909	3.536442006
56.80971977	39.69233784	3.497942387
56.93573668	39.65517241	3.409090909
56.94975022	39.60231169	3.447938094
56.18384947	40.6997256	3.116424931
56.13364687	40.39780521	3.468547913
56.51449843	40.01763323	3.467868339
55.89849108	40.61336469	3.488144229
56.28918495	40.37029781	3.340517241
55.76885406	40.87169442	3.359451518
56.12814735	40.40364456	3.468208092
56.10305643	40.7523511	3.144592476
56.02704822	40.55272442	3.420227362
55.22139498	41.48706897	3.29153605
55.80483982	40.57019692	3.624963261
56.81261632	39.89617005	3.291213635
56.19551376	40.26839064	3.536095602
55.92788556	40.69174995	3.380364491
57.22543353	39.38473597	3.389830508
56.79435681	39.7178407	3.487802488
55.43584721	41.19490695	3.369245837
55.58820648	40.96385542	3.447938094
56.33692458	40.28403526	3.379040157
56.11405056	40.59376837	3.29218107
57.16524635	39.46517778	3.369575864
56.58732491	40.17043785	3.242237242
56.21388698	40.54451082	3.241602194
55.54902537	40.6993829	3.751591733
55.9396729	40.51513074	3.545196357
56.36755486	40.44866771	3.183777429
56.09445424	40.47619048	3.429355281
55.94748187	40.88771311	3.164805017
55.4565047	40.82092476	3.722570533
55.98118938	40.51141374	3.507396884
56.7734352	39.84719365	3.379371143
55.26496229	41.21853267	3.516505045
55.74605663	41.23640639	3.017536984
56.90212599	39.67865191	3.419222102
55.97687635	40.43699784	3.586125808
55.88753918	40.72296238	3.389498433
55.95179779	40.36445577	3.683746449
56.16183386	40.53683386	3.301332288
56.01371205	40.69539667	3.290891283
55.91145068	40.63081595	3.457733373
56.36452719	40.04899559	3.586477217
56.73265386	39.80791846	3.459427675
56.56773435	40.09207562	3.340190028
56.54942686	40.03135103	3.419222102
56.27082109	40.14305311	3.586125808
55.63394082	40.76033706	3.605722124
56.17471354	40.43678386	3.388502595
56.44165769	40.27628098	3.28206133
56.52131308	40.13718765	3.341499265
56.33816614	39.79231975	3.869514107
56.23040752	40.59561129	3.173981191
55.72100313	40.96786834	3.311128527
56.91478942	39.90205681	3.183153771
56.97628846	39.42778758	3.595923966
56.57030867	40.27437531	3.155316022
55.73079937	40.69357367	3.575626959
55.57405956	40.94827586	3.477664577
55.31060161	41.46580443	3.223593964
56.9161442	39.65517241	3.428683386
56.92172039	39.78642108	3.291858528
56.73265386	39.90591925	3.361426891
55.27475757	41.32628073	3.3989617
56.57030867	39.96080353	3.4688878
55.94083652	40.54265844	3.516505045
56.89097855	39.52394946	3.585071995
56.19980411	40.21547502	3.584720862
56.3773511	40.00783699	3.614811912
55.9180874	40.62316285	3.458749755
55.85064681	40.91532732	3.234025872
56.15203762	40.54663009	3.301332288
56.00509404	40.48785266	3.507053292
56.99314398	39.81390793	3.19294809
56.19000979	40.47012733	3.33986288
56.17404939	40.55272442	3.273226186
56.62780445	40.13912021	3.23307534
56.25979624	40.40948276	3.330721003
56.25551092	40.38405016	3.360438914
55.51963953	41.41443824	3.065922225
56.47531348	39.94905956	3.575626959
56.14224138	40.36050157	3.497257053
56.79012346	40.04507153	3.164805017
56.89655172	40.03722571	3.066222571
56.41653605	39.86089342	3.722570533
56.05288932	40.47012733	3.47698335
55.51092388	40.99147644	3.497599686
56.56050955	39.98040176	3.459088682
56.72841321	39.61579927	3.655787513
57.11487611	39.37910097	3.506022916
56.21510432	40.41531982	3.369575864
55.03086117	41.31478397	3.654354855
55.76131687	40.89751127	3.34117186
56.10975012	40.42136208	3.4688878
56.30145041	40.14112113	3.557428459
55.59909866	41.07965122	3.321250122
55.77978056	40.47805643	3.742163009
56.21081505	40.50744514	3.281739812
56.09445424	40.58397021	3.321575544
56.04664837	40.40572325	3.547628381
56.24449016	40.46429621	3.291213635
55.96042707	40.8365168	3.203056127
56.1226489	40.1645768	3.712774295
56.31305711	40.16064257	3.526300323
56.02350637	40.48971596	3.486777669
55.58059775	40.79372856	3.625673689
56.31429411	40.42323895	3.262466934
56.58990691	40.03919647	3.370896619
56.46425073	40.22526934	3.310479922
55.31602156	40.75453209	3.92944635
56.79568839	39.98040176	3.223909848
56.49490596	40.09600313	3.409090909
56.60266458	39.74333856	3.653996865
56.01606898	40.45659416	3.527336861
56.64315109	40.09406232	3.262786596
57.50122489	39.10828025	3.390494855
56.92729767	40.06466784	3.00803449
56.1410382	40.37218413	3.486777669
56.54516951	39.98628258	3.468547913
56.43186049	40.1881062	3.38003331
56.4446621	40.03917728	3.516160627
55.79937304	40.56622257	3.634404389
56.43486778	40.29382958	3.271302644
56.73981191	39.64537618	3.614811912
56.66144201	39.96865204	3.369905956
57.03928676	39.42392476	3.536788478
56.3620335	40.43491037	3.203056127
56.67679044	39.81581268	3.507396884
56.16612793	40.49368205	3.340190028
55.46523017	41.19490695	3.33986288
56.93151759	39.85500147	3.213480944
56.47104928	39.85500147	3.673949251
56.3632801	39.96277065	3.673949251
56.50597688	40.16264942	3.331373702
55.79823702	40.72477963	3.47698335
55.72212424	40.819126	3.458749755
55.8832174	40.92289605	3.193886548
56.05837986	40.54265844	3.3989617
55.85815047	40.51724138	3.62460815
56.42633229	40.43887147	3.134796238
56.34244294	40.33695759	3.320599471
55.55882065	41.09119404	3.349985307
55.98118938	40.6681689	3.350641716
56.25	40.2919279	3.4580721
56.55793907	39.9157606	3.526300323
56.16733614	40.41344176	3.419222102
56.16733614	40.35465857	3.47800529
56.60395846	39.97648442	3.419557123
55.98981291	40.30757175	3.702615339
56.65589186	39.79821726	3.545890881
56.86716301	40.04702194	3.085815047
56.72021944	40.04702194	3.232758621
56.35775862	40.25274295	3.389498433
55.72967679	40.93046033	3.33986288
56.58010779	40.12738854	3.292503675
56.10186092	40.42115573	3.47698335
56.47957684	40.40552454	3.114898619
56.25	40.38009404	3.369905956
56.59712019	39.84719365	3.555686159
56.02704822	40.36652293	3.606428851
56.34920635	40.42719969	3.223593964
55.73947111	40.95984329	3.300685602
56.14653737	40.40552454	3.447938094
55.9506318	40.77774513	3.271623078
57.13865752	39.42185203	3.439490446
56.68103448	40.19396552	3.125
56.37610186	40.3036239	3.320274241
56.08035277	40.74473297	3.174914258
56.44592476	40.09600313	3.4580721
55.98981291	40.49368205	3.516505045
56.54260529	40.22526934	3.232125367
56.48937212	39.88637477	3.62425311
56.22061129	40.44866771	3.330721003
56.21203214	40.29982363	3.488144229
56.59712019	39.81780782	3.585071995
56.33140731	40.19194986	3.476642836
57.00568293	39.82951205	3.164805017
56.33264766	40.2390048	3.428347536
56.66993144	39.97061704	3.359451518
55.90828924	40.47619048	3.615520282
56.8825316	39.94317625	3.174292152
56.63205329	40.27233542	3.095611285
55.79937304	40.7523511	3.448275862
55.46523017	41.05778648	3.47698335
56.32713026	40.09794319	3.574926543
55.78411206	40.60143011	3.614457831
56.14224138	40.35070533	3.507053292
56.21510432	40.25859536	3.526300323
56.14774175	40.55060253	3.301655726
56.80282104	40.09207562	3.10510334
56.18142633	40.44866771	3.369905956
56.26408071	40.19982368	3.536095602
55.89849108	40.66235548	3.439153439
56.35775862	40.0862069	3.556034483
56.20101881	40.28213166	3.51684953
55.74059561	40.93847962	3.320924765
56.22918707	40.38197845	3.388834476
56.66829985	39.94120529	3.390494855
56.66568714	39.86678421	3.467528651
56.39694357	40.14498433	3.4580721
57.04908396	39.47291075	3.47800529
56.11524892	40.68992552	3.194825559
56.47957684	40.2390048	3.281418356
55.84950029	40.76033706	3.390162649
56.13124388	40.46033301	3.408423115
55.91376776	40.62714356	3.459088682
55.32477711	41.13843441	3.536788478
56.04976977	40.62898011	3.321250122
55.61759232	40.79733568	3.585071995
55.64373898	40.96609837	3.390162649
56.24571373	40.47222494	3.28206133
56.21203214	40.54477758	3.24319028
56.72021944	39.93926332	3.340517241
57.09806995	39.34554717	3.556382874
56.57752963	39.93535116	3.487119209
56.8224116	39.73944559	3.438142815
56.81818182	39.61598746	3.565830721
56.4765824	40.15285126	3.370566334
57.00989517	39.36514157	3.624963261
56.82664055	39.88246817	3.290891283
55.8832174	40.64857451	3.468208092
56.00509404	40.12539185	3.869514107
55.9016554	40.45450093	3.643843667
56.15324319	40.53497942	3.311777386
56.31857367	40.19396552	3.487460815
56.51449843	40.10579937	3.379702194
56.80971977	39.82951205	3.360768176
57.00009797	40.04114823	2.958753796
56.67123824	39.91967085	3.409090909
56.58732491	40.24880008	3.163875012
56.39141934	40.28798119	3.320599471
56.05407524	40.80133229	3.144592476
55.76678099	40.97011269	3.26310632
56.12694681	40.35654814	3.516505045
56.08895856	40.44283335	3.468208092
57.0434953	39.4984326	3.4580721
55.44670846	41.04623824	3.507053292
56.48084648	39.94317625	3.575977271
56.42206329	40.29587538	3.28206133
56.63205329	40.02742947	3.340517241
56.14653737	40.26839064	3.585071995
55.4412773	41.28709962	3.271623078
56.22061129	40.2919279	3.487460815
55.77431678	40.87569791	3.349985307
55.91145068	40.85610736	3.232441963
56.70486825	39.9157606	3.379371143
55.83855799	40.86010972	3.301332288
57.2827897	39.5043589	3.212851406
56.45145488	40.27628098	3.272264132
56.46678424	40.24103469	3.29218107
55.84288373	40.84631208	3.310804192
56.60266458	39.98824451	3.409090909
57.30799373	39.25352665	3.438479624
56.79435681	39.92358186	3.28206133
55.68181818	40.9580721	3.360109718
55.98550157	40.59561129	3.418887147
56.25551092	40.38405016	3.360438914
56.03997257	40.6779661	3.28206133
56.34244294	40.57204427	3.085512783
57.5122429	39.12830558	3.359451518
56.55922406	39.61986872	3.820907221
55.86477217	40.19598236	3.939245468
55.98118938	40.38405016	3.634760459
56.55239961	39.9510284	3.496571988
56.47531348	40.09600313	3.428683386
55.24639953	41.26579798	3.487802488
56.94417238	39.67678746	3.379040157
55.3737631	41.01107083	3.615166063
56.73425409	39.94514644	3.320599471
56.66568714	39.75903614	3.575276717
55.45757398	40.90730943	3.635116598
56.64739884	39.89419026	3.458410894
56.98608662	39.62375073	3.390162649
55.9506318	40.40552454	3.643843667
55.91260899	40.36445577	3.722935241
57.12746155	39.26716959	3.605368865
56.27387599	40.24880008	3.47732393
56.25122477	40.09406232	3.654712914
55.71232608	40.67215364	3.615520282
56.54814379	39.9157606	3.536095602
56.3467189	40.42115573	3.232125367
56.14533346	40.45637058	3.398295955
56.4446621	39.99020568	3.565132223
56.91192319	39.90398746	3.18408935
55.9180874	40.72114442	3.360768176
55.59039686	40.73493386	3.67466928
56.96090918	39.78642108	3.252669736
56.0877657	40.40552454	3.506709766
56.64184953	39.79231975	3.565830721
55.97687635	40.39780521	3.62531844
56.63760165	40.01175664	3.350641716
56.19122257	40.39968652	3.409090909
55.74059561	40.90909091	3.35031348
56.46851435	40.10380962	3.427676036
55.98981291	40.48388677	3.526300323
57.01831717	39.68067392	3.301008914
55.92356688	40.74473297	3.331700147
57.0434953	39.36128527	3.595219436
55.66656871	40.85610736	3.47732393
56.09875576	40.33506417	3.566180072
56.19122257	40.12539185	3.68338558
56.01175894	40.34296913	3.645271926
55.76131687	40.84852048	3.390162649
56.75808031	39.75514202	3.486777669
56.87695925	39.73354232	3.389498433
56.25306043	40.0842229	3.662716678
55.57515187	40.89751127	3.527336861
56.12694681	40.47409149	3.3989617
56.9161442	39.40047022	3.68338558
56.8489124	39.80011758	3.350970018
56.67548242	39.80801254	3.516505045
56.624853	39.91571933	3.459427675
57.00568293	39.74132863	3.252988438
56.10735625	40.41531982	3.47732393
56.10975012	40.60754532	3.282704557
